,ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
798,799.0,CENTRO Y PLAZA COMERCIAL,Plaza del vestido,20 de Noviembre,141,,Centro,06090,,Cuauhtémoc,POINT (-99.13448408130525 19.426572000663544)
799,800.0,CENTRO Y PLAZA COMERCIAL,Plaza Mayoreo,Apartado,12,,Centro,06000,,Cuauhtémoc,POINT (-99.13068158401101 19.44023631023106)
800,801.0,CENTRO Y PLAZA COMERCIAL,Centro de Mayoreo,Apartado,14,,Centro,06020,,Cuauhtémoc,POINT (-99.13032046698957 19.44036004745244)
801,802.0,CENTRO Y PLAZA COMERCIAL,Apartado 24,Apartado,24,,Centro,06020,,Cuauhtémoc,POINT (-99.12998914160109 19.440354376544324)
802,803.0,CENTRO Y PLAZA COMERCIAL,Plaza de las Artesanías,República de Argentina,35,,Centro,06000,,Cuauhtémoc,POINT (-99.13137403045961 19.43770144521454)
803,804.0,CENTRO Y PLAZA COMERCIAL,Plaza D Jesus,República de Argentina,41,,Centro,06000,,Cuauhtémoc,POINT (-99.13134034222097 19.438016365752958)
804,805.0,CENTRO Y PLAZA COMERCIAL,Plaza Mia,República de Venezuela,118,,Centro,06000,,Cuauhtémoc,POINT (-99.12712961151172 19.43696329247744)
805,806.0,CENTRO Y PLAZA COMERCIAL,Plaza la Adunción,Leona Vicario,46,,Centro,06000,,Cuauhtémoc,POINT (-99.12669797947355 19.436898015584315)
806,807.0,CENTRO YPLAZA COMERCIAL,Plaza de las Estrellas,Leona Vicario,S/N,casi esquina con república de Venezuela,Centro,06000,,Cuauhtémoc,POINT (-99.1263095050289 19.4370719811642)
807,808.0,CENTRO Y PLAZA COMERCIAL,Pasaje Comercial Moneda,Moneda,19,,Centro,06000,,Cuauhtémoc,POINT (-99.12947092214067 19.4331376597948)
808,809.0,CENTRO Y PLAZA COMERCIAL,Plaza comercial MG,Correo Mayor,20,,Centro,06000,,Cuauhtémoc,POINT (-99.12984551517334 19.432867050398777)
809,810.0,CENTRO Y PLAZA COMERCIAL,Plaza Charly,Aztecas,S/N,Entre Nicaragua y Peña y Peña,Centro,06000,,Cuauhtémoc,POINT (-99.12859376088156 19.44145871209426)
810,811.0,CENTRO Y PLAZA COMERCIAL,Plaza Centro Histórico,República de Brasil,8,,Centro,06000,,Cuauhtémoc,POINT (-99.13371233111452 19.435642487513746)
811,812.0,CENTRO Y PLAZA COMERCIAL,Plaza Bialos,Donceles,87,,Centro,06000,,Cuauhtémoc,POINT (-99.13369380927864 19.435839237293727)
812,813.0,CENTRO Y PLAZA COMERCIAL,Pasaje Capital,José María Pino Suárez,59,,Centro,06090,,Cuauhtémoc,POINT (-99.13318011669436 19.427070883294054)
813,814.0,CENTRO Y PLAZA COMERCIAL,Plaza Suprema,José María Pino Suárez,64,,Centro,06000,,Cuauhtémoc,POINT (-99.13269955373927 19.42711111379549)
814,815.0,CENTRO Y PLAZA COMERCIAL,Parque Centro,José María Pino Suárez,60,,Centro,06090,,Cuauhtémoc,POINT (-99.13269795714379 19.426870512740994)
815,816.0,CENTRO Y PLAZA COMERCIAL,Plaza Brasil,República de Brasil,19,,Centro,06010,,Cuauhtémoc,POINT (-99.1336390567988 19.436275472508772)
816,817.0,CENTO Y PLAZA COMERCIAL,León de Juda,La Academia,41,,Centro,06000,,Cuauhtémoc,POINT (-99.12897833388264 19.431756662617172)
817,818.0,CENTRO Y PLAZA COMERCIAL,Pabellón Pino Suárez,José María Izazaga,118,,Centro,06090,,Cuauhtémoc,POINT (-99.13222737283671 19.425470756002674)
818,819.0,CENTRO Y PLAZA COMERCIAL,Centro Comercial Colombia 22,República de Colombia,22,,Centro,06000,,Cuauhtémoc,POINT (-99.13211114275735 19.438551156746986)
819,820.0,CENTRO Y PLAZA COMERCIAL,Centro Comercial La Guadalupana,República de Colombia,21,,Centro,06000,,Cuauhtémoc,POINT (-99.13212069509665 19.438233448505642)
820,821.0,CENTRO Y PLAZA COMERCIAL,Plaza la Paja,República de El Salvador,125,,Centro,06010,,Cuauhtémoc,POINT (-99.13230133000613 19.428865528293684)
821,822.0,CENTRO Y PLAZA COMERCIAL,Plaza Irlanda,República de Argentina,100,,Centro,06000,,Cuauhtémoc,POINT (-99.13113267142651 19.442066232288884)
822,823.0,CENTRO Y PLAZA COMERCIAL,Plaza de la Piel,República de Argentina,104,,Centro,06000,,Cuauhtémoc,POINT (-99.13109075820377 19.442221790618483)
823,824.0,CENTRO Y PLAZA COMERCIAL,Gran Plaza Donceles,Donceles,75,,Centro,06000,,Cuauhtémoc,POINT (-99.13459087265105 19.43599057882992)
824,825.0,CENTRO Y PLAZA COMERCIAL,Edificio Plancarte y La Bastida,Donceles,,,Centro,06000,,Cuauhtémoc,POINT (-99.13455887323377 19.436268425283583)
825,826.0,CENTRO Y PLAZA COMERCUAL,Correo mayor 109,Correo Mayor,109,,Centro,06000,,Cuauhtémoc,POINT (-99.13086129054467 19.427441683875198)
826,827.0,CENTRO Y PLAZA COMERCIAL,CENTRO JOYERO PALMA 5,Palma,5,,Centro,06000,,Cuauhtémoc,POINT (-99.13518918075545 19.4348104647538)
827,828.0,,Cntro Joyero,Monte de Piedad,2,,Centro,06000,,Cuauhtémoc,POINT (-99.13407458204783 19.434938382151532)
828,829.0,CENTRO Y PLAZA COMERCIAL,Plaza del Peluche,República de Bolivia,64,,Centro,06000,,Cuauhtémoc,POINT (-99.12865533677568 19.439139218926297)
829,830.0,CENTRO Y PLAZA COMERCIAL,Plaza de los lentes Tacuba,Motolinia,5,,Centro,06000,,Cuauhtémoc,POINT (-99.13725264806622 19.435285102646905)
830,831.0,CENTRO Y PLAZA COMERCIAL,Plaza de la Tecnología,Eje Central Lázaro Cárdenas,54,,Centro,06000,,Cuauhtémoc,POINT (-99.14113641211634 19.430655478776107)
831,832.0,CENTRO Y PLAZA COMERCIAL,Plaza Verde,Rodríguez Puebla,32,,Centro,06000,,Cuauhtémoc,POINT (-99.12736780261413 19.437687390474768)
832,833.0,CENTRO Y PLAZA COMERCIAL,Centro Joyero PALMA 30,Palma,30,,Centro,06000,,Cuauhtémoc,POINT (-99.1350088973614 19.432983201493105)
833,834.0,CENTRO Y PLAZA COMERCIAL,Pasaje Alameda,,,,,,,Cuauhtémoc,POINT (-99.14673562745558 19.434825140137843)
834,835.0,CENTRO Y PLAZA COMERCIAL,Pabellón Capital,Mesones,32,,Centro,06000,,Cuauhtémoc,POINT (-99.13936504249634 19.430222893378026)
835,836.0,CENTRO Y PLAZA COMERCIAL,Plaza Meave,Eje Central,S/N,Entre Meave y Vizcaínas,Centro,06000,,Cuauhtémoc,POINT (-99.14121420028641 19.429349555979726)
836,837.0,PLAZA Y CENTRO COMERCIAL,Pasaje Borda,Bolívar,24,,Centro,06000,,Cuauhtémoc,POINT (-99.13812350248556 19.433526087569383)
837,838.0,CENTRO Y PLAZA COMERCIAL,Madero 47,Francisco I. Madero,47,,Centro,06000,,Cuauhtémoc,POINT (-99.1365751604604 19.433303616381348)
838,839.0,CENTRO Y PLAZA COMERCIAL,Juárez 32,Juárez,32,,Centro,06000,,Cuauhtémoc,POINT (-99.14340227812087 19.434319550998783)
839,840.0,CENTRO Y PLAZA COMERCIAL,Izazaga 117,Izazaga,117,,Centro,06000,,Cuauhtémoc,POINT (-99.1351914851819 19.425941685929473)
