,ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
658,659.0,CENTRO Y PLAZA COMERCIAL,Mercado  Constituyentes de 1917,Canal de San Juan,s/n,,Constitución de 1917,09260,,Iztapalapa,POINT (-99.05928289169584 19.34868399632716)
659,660.0,TIENDA DE AUTOSERVICIO_1,Chedraui,Soto y Gama,21,,Progresista,09240,,Iztapalapa,POINT (-99.06357625663507 19.359277449320796)
660,661.0,TIENDA DEPARTAMENTAL_1,Suburbia,Calz Ermita Iztapalapa secc sexta,LT306,,Los Ángeles,09830,,Iztapalapa,POINT (-99.0674699868166 19.34690669041286)
661,662.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Luis Hidalgo Monroy,573,,San Miguel,09360,,Iztapalapa,POINT (-99.0720979565749 19.35299987904015)
662,663.0,CENTRO Y PLAZA COMERCIAL,Mercado La Purisima,Av. Luis Hidalgo Monroy,s/n,,San Miguel,09360,,Iztapalapa,POINT (-99.07445755491474 19.354440425856023)
663,664.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. de la República,145-B,Av. Juarez,Tabacalera Revolucion,06030,Actualmente lote comercial,Cuauhtémoc,POINT (-99.15230918277997 19.436133020635598)
664,665.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Reforma,3,Esq. La Fragua,Tabacalera Revolucion,06030,Actualmente AT&T Reforma,Cuauhtémoc,POINT (-99.16120516605662 19.428292992877427)
665,666.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. Sonora,180,Esq. Amsterdam,Hipódromo,06100,"Actualmente es un lote con HSBC, Starbucks, Optica",Cuauhtémoc,POINT (-99.16756418226784 19.4132939742784)
666,667.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,421,Esq. Aguascalientes,Hipódromo Condesa,06100,Actualmente Consejo Nacional de Fomento Educativo,Cuauhtémoc,POINT (-99.16864617316156 19.407700968990277)
667,668.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Benjamin Hill,47,Carlos B. Zetina,Hipódromo Condesa,06170,Actualmente Universidad La Salle Unidad Condesa,Cuauhtémoc,POINT (-99.18126721996187 19.40841794148973)
668,669.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Calz. de los Misterios,2,Esq. Manuel González,Ex-Hipodromo de Peralvillo,06250,,Cuauhtémoc,POINT (-99.13103915028802 19.45412607722253)
669,670.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Insurgentes Norte,131,J m Meneses,Buenavista,06350,Actualmente Walmart,Cuauhtémoc,POINT (-99.1538612077803 19.44371502125442)
670,671.0,TIENDAS DEPARTAMENTALES,HERMANOS VAZQUEZ,Carlos J. Meneses,243,Esq. Aldama,Guerrero,06350,,Cuauhtémoc,POINT (-99.15068619629032 19.444040028253475)
671,672.0,TIENDAS DEPARTAMENTALES,VIANA,Insurgentes Norte,3,Esq. Puente de Alvarado,Buenavista,06350,Edificio en reparación,Cuauhtémoc,POINT (-99.15524620346318 19.44012801637561)
672,673.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Insurgentes Norte,151,Esq. Carlos J. Meneses,Buenavista,06350,,Cuauhtémoc,POINT (-99.15342720871942 19.44492302287617)
673,674.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Norte,70,Esq. Gomez Farias,San Rafael,06470,,Cuauhtémoc,POINT (-99.15499289637648 19.442219263092117)
674,675.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Nogal,212,Esq. Carpio,Sta. María La Ribera,06400,Actualmente es La Comer Sta María La Ribera,Cuauhtémoc,POINT (-99.16381726145629 19.451167003543155)
675,676.0,TIENDAS DEPARTAMENTALES,OPTIMA,Sn. Cosme,33,Esq. Sn. Maria La Ribiera,Sta. María La Ribera,06400,,Cuauhtémoc,POINT (-99.1575742696096 19.440880402112864)
676,677.0,TIENDAS DE AUTO SERVICIO,"COMERCIALIZADORA EL SARDINERO,",Dr. Atl,243,Esq. Eligio Ancona,Sta. María la Ribera,06400,Actualmente es un edificio en donde se rentan ofic,Cuauhtémoc,POINT (-99.15564123423329 19.451907022136634)
677,678.0,CENTRO COMERCIAL,"LA LUNA UNIDAD COMERCIALIZADORA,S.A. DE C.V.",Ricardo Flores Magón,290,Eje 1 Pte. Guerrero,Buenavista,06400,Actualmente TIENDA DE AUTOSERVICIO Bodega Aurrera,Cuauhtémoc,POINT (-99.15294522865942 19.453939028665715)
678,679.0,TIENDAS DEPARTAMENTALES,K-2,Cipres,333,Eje 2 Nte.,Atlampa,06450,Actualmente es UTEP Empresa de transporte,Cuauhtémoc,POINT (-99.15557524829397 19.45787202504857)
679,680.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Serapio Rendón,117,Entre Maestro  Antonio Caso y Sullivan,Sn. Rafael,06470,,Cuauhtémoc,POINT (-99.16107621055018 19.43420300019948)
680,681.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Sadi Carnot,54,Esq. Antonio Caso,Sn. Rafael,06470,Actualmente es FSTSE,Cuauhtémoc,POINT (-99.15806381026636 19.436271154637815)
681,682.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Antonio Caso,52,Esq. Rasa Moreno,Sn. Rafael,06470,,Cuauhtémoc,POINT (-99.15776519797373 19.434187007680272)
682,683.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Paseo de la Reforma,333,Paseo de la Reforma,Cuauhtémoc,06500,"Actualmente Santander, Citibanamex, Shake shack",Cuauhtémoc,POINT (-99.16789721981121 19.42814098175639)
683,684.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Paseo de la Reforma,506,Esq. Lieja,Juárez,06600,Actualmente Torre BBVA,Cuauhtémoc,POINT (-99.1747642326805 19.422869963427274)
684,685.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Napoles,39,Esq. Londres,Juárez,06600,Actualmente es un edificio con servicio,Cuauhtémoc,POINT (-99.16041019046953 19.426964997901226)
685,686.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Niza,S/N,Esq. Hamburgo,Juárez,06600,Actualmente Farmacias del Ahorro,Cuauhtémoc,POINT (-99.16260419790652 19.427012992469198)
686,687.0,TIENDAS DEPARTAMENTALES,SEARS,Insurgentes,214,Esq. Sn. Luis Potosi,Roma,06700,,Cuauhtémoc,POINT (-99.16581717424695 19.412455977787054)
687,688.0,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Durango,230,Entre Salamanca y Valladolid,Roma Norte,06700,,Cuauhtémoc,POINT (-99.16929320166261 19.418695973469678)
688,689.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Salamanca,74,Entre Durango y Colima,Roma,06700,Es parte del Palacio de Hierro,Cuauhtémoc,POINT (-99.16919920067556 19.418114973570404)
689,690.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,239,Esq. Tabasco,Roma,06700,,Cuauhtémoc,POINT (-99.1649051854597 19.418258982757752)
690,691.0,TIENDAS DEPARTAMENTALES,VIANA,Insurgentes Sur,264,Esq. Chihuahua,Roma,06700,Actualmente esta en construcción,Cuauhtémoc,POINT (-99.16482318081577 19.416676981648646)
691,692.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Cuauhtémoc,242,Esq. Dr. Pasteur,Doctores,06720,Actualmente edificio,Cuauhtémoc,POINT (-99.15438513552137 19.413579003732927)
692,693.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Cuauhtémoc,403,Bajio y Tehuantepec,Roma Sur,06760,Actualmente es una Unidad Habitacional,Cuauhtémoc,POINT (-99.15557711943217 19.405432995939414)
693,694.0,TIENDAS DE AUTO SERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Av.Insurgentes Sur,376,Entre Coahuila y Campeche,Roma Sur,06760,,Cuauhtémoc,POINT (-99.16682117204732 19.41021197422308)
694,695.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Bolivar,190,Entre Chimalpopoca,Obrera,06800,,Cuauhtémoc,POINT (-99.13998510336071 19.421812039781983)
695,696.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Dr. Pascua,,Esq. Dr. Andrade,Doctores,06720,Actualmente parece baldio,Cuauhtémoc,POINT (-99.14459112076337 19.42213503005607)
696,697.0,CENTRO COMERCIAL,CENTRO COMERCIAL CHINA MÉXICO,Av. Fray Servando Teresa de Mier,380,Entre Calz. la Viga y Topacio,Esperanza,06840,Actualmente hay vivienda y comercio,Cuauhtémoc,POINT (-99.12896606677373 19.42301906430294)
697,698.0,TIENDAS DEPARTAMENTALES,VIANA,Canal del Norte,2,Esq. Aurora,Maza,06880,Es parte de TIENDA DE AUTOSERVICIO Mega Soriana,Cuauhtémoc,POINT (-99.13710517557342 19.455732064761033)
698,699.0,TIENDAS DE AUTO SERVICIO,TIENDA DEL SNT DE LA SHCP,Jupiter,5,Esq. Prol. Guerrero,Sn. Simon Tolnahuac,06920,Actualmente se percibe habitacional,Cuauhtémoc,POINT (-99.14251420104 19.457956054078938)
699,700.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Chabacano,43,Entre José Sotero Castañeda y José Antonio Torres Xocongo,Ampl. Asturias,06890,,Cuauhtémoc,POINT (-99.13270804380565 19.40809204782882)
700,701.0,TIENDAS DE AUTO SERVICIO,Centro Comercial de Autoservicio,,,,,,Sumesa,Cuauhtémoc,POINT (-99.1607351556229 19.412254988880598)
701,702.0,CENTRO COMERCIAL,Fórum Buenavista,Eje 1 Nte,259,,Buenavista,06350,,Cuauhtémoc,POINT (-99.15165387747156 19.449903091253695)
702,703.0,TIENDA DE AUTOSERVICIO_1,Super ISSSTE,Dr. Andrade,72,,Doctores,06720,,Cuauhtémoc,POINT (-99.14486270904965 19.422533341770265)
703,704.0,CENTRO Y PLAZA COMERCIAL,Mercado San Cosme,Av. Ribera de San Cosme,s/n,,San Rafael,06470,,Cuauhtémoc,POINT (-99.16231596979775 19.442060984523224)
704,705.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (-99.16183121658086 19.428847578630165)
705,706.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (-99.16214955906095 19.428863401664202)
706,707.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (-99.16173385987923 19.429113425159738)
707,708.0,MIXTO,Reforma 222,Reforma,222,,Juárez,06600,,Cuauhtémoc,POINT (-99.16155151953272 19.42928270669776)
708,709.0,MIXTO,Reforma 222,Havre,28,,Juárez,06600,,Cuauhtémoc,POINT (-99.16169033681895 19.428022239433737)
709,710.0,MIXTO,Reforma 222,Havre,30,,Juárez,06600,,Cuauhtémoc,POINT (-99.16159259717674 19.427901526616484)
710,711.0,CENTRO Y PLAZA COMERCIAL,Plaza La Rosa,Londres,119,,Juárez,06600,,Cuauhtémoc,POINT (-99.16438639473658 19.425756837622806)
711,712.0,CENTRO Y PLAZA COMERCIAL,Mercado La Roma,Queretaro,225,,Roma Norte,06700,,Cuauhtémoc,POINT (-99.16460832377919 19.41422826134751)
712,713.0,TIENDA DE AUTOSERVICIO_1,Superama,Michoacan,38,,Hipodromo,06100,,Cuauhtémoc,POINT (-99.17117134418326 19.411342174571903)
713,714.0,TIENDA DE AUTOSERVICIO_1,Sumesa Bajío,Bajío,266,,Roma Sur,06760,,Cuauhtémoc,POINT (-99.16590252988657 19.403063635668364)
714,715.0,CENTRO Y PLAZA COMERCIAL,Pabellón Cuauhtémoc,Antonio M. Anza,20,,Roma Sur,06740,,Cuauhtémoc,POINT (-99.15562854189815 19.41133314241716)
715,716.0,CENTRO Y PLAZA COMERCIAL,Mercado de Medellín,Campeche,s/n,,Roma Sur,06760,,Cuauhtémoc,POINT (-99.16339593224286 19.410356089424877)
716,717.0,CENTRO Y PLAZA COMERCIAL,Mercado Hidalgo,Dr. Andrade,26,,Doctores,06720,,Cuauhtémoc,POINT (-99.14615880439551 19.41385863183184)
717,718.0,CENTRO Y PLAZA COMERCIAL,Portal Centro,Clavijero,75,,Transito,06820,,Cuauhtémoc,POINT (-99.13039987231068 19.419373736677453)
718,719.0,CENTRO Y PLAZA COMERCIAL,Puerta Tlatelolco,Manuel Gonzalez,10,,San Simón Tolnahuac,06920,Hay una TIENDA DE AUTOSERVICIO Walmart,Cuauhtémoc,POINT (-99.14198967188048 19.456138859595693)
719,720.0,CENTRO Y PLAZA COMERCIAL,Mercado Francisco Sarabia,Rossini,73,,Ex Hipodromo de Peralvillo,06250,,Cuauhtémoc,POINT (-99.13729194066602 19.457996748096456)
720,721.0,TIENDA DEPARTAMENTAL_1,Coppel,Canal del Norte,2,,Felipe Pescador,06270,,Cuauhtémoc,POINT (-99.12946041836254 19.453561114119882)
721,722.0,CENTRO Y PLAZA COMERCIAL,Mercado 17 - Beethoven,Wolfgang Amadeus Mozart,s/n,,Peralvillo,06220,,Cuauhtémoc,POINT (-99.13018684337133 19.459544193713533)
722,723.0,CENTRO Y PLAZA COMERCIAL,Urban Center Condesa,Durango,205,,Roma Norte,06700,,Cuauhtémoc,POINT (-99.16765818940331 19.420127742049658)
723,724.0,CENTRO Y PLAZA COMERCIAL,Puerta Condesa,Av. Insurgentes Sur,453,,Hipodromo,06100,,Cuauhtémoc,POINT (-99.16879639378575 19.406488383356916)
724,725.0,CENTRO Y PLAZA COMERCIAL,Plaza Cuauhtemoc,Av. Cuauhtemoc,19,,Roma Norte,06700,,Cuauhtémoc,POINT (-99.15426384318482 19.424770271723705)
725,726.0,CENTRO Y PLAZA COMERCIAL,Plaza Niza 66,Niza,66,,Juárez,06600,,Cuauhtémoc,POINT (-99.1615292194191 19.425047833947723)
726,727.0,CENTRO Y PLAZA COMERCIAL,Plaza del Ángel,Hamburgo,150,,Juárez,06600,,Cuauhtémoc,POINT (-99.16588568326607 19.425431125900463)
727,728.0,TIENDA DEPARTAMENTAL_1,Coppel,Fray Servando Teresa de Mier,351,,Esperanza,06840,,Cuauhtémoc,POINT (-99.12677605927209 19.422650747740324)
728,729.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,5 de Febrero,317,,Obrera,06800,,Cuauhtémoc,POINT (-99.1371310987142 19.41308950172869)
729,730.0,PLAZAS COMERCIALES,,Tacuba,46 Admon.,Esq. Allende,Centro,06010,,Cuauhtémoc,POINT (-99.1367431257264 19.435945054560538)
730,731.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. 16 de Septiembre,81,Esq. Isabel La Catolica,Centro,06000,,Cuauhtémoc,POINT (-99.13501310938051 19.43179305618324)
731,732.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. 20 de Noviembre,62,Esq. Pino Suarez,Centro,06090,,Cuauhtémoc,POINT (-99.13357909962492 19.429665058424902)
732,733.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Isabel La Católica,36,Esq. 16 de Septiembre,Centro,06000,,Cuauhtémoc,POINT (-99.13626511561326 19.432340054012958)
733,734.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",5 de Mayo,5,Esq. Condesa,Centro,06000,,Cuauhtémoc,POINT (-99.14023613467123 19.434350046466427)
734,735.0,TIENDAS DE AUTO SERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Palma,34,Donceles,Centro,06010,,Cuauhtémoc,POINT (-99.13513811149858 19.432417056020086)
735,736.0,TIENDAS DEPARTAMENTALES,VIANA,Av. Hidalgo,S/N,Esq. Paseo de la Reforma,Tabacalera Revolucion,06300,,Cuauhtémoc,POINT (-99.14730916883506 19.437881032369372)
736,737.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Venustiano Carranza,125,Entre Tabacaleros y Correo Mayor,Centro,06060,,Cuauhtémoc,POINT (-99.13079309052821 19.430275064737483)
737,738.0,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Venustiano Carranza,92,Esq. 20 de Noviembre,Centro,06060,,Cuauhtémoc,POINT (-99.13338110158469 19.431059059505777)
738,739.0,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Av. 20 de Noviembre,3,Entre Venustiano Carranza y Rep. de Uruguay,Centro,06060,,Cuauhtémoc,POINT (-99.13400410504673 19.431232057912982)
739,740.0,TIENDAS DEPARTAMENTALES,VIANA,Plaza de Sto. Tomás,17,Medicos Militares,Centro,06090,,Cuauhtémoc,POINT (-99.13113708052197 19.42556006107996)
740,741.0,TIENDAS DE AUTO SERVICIO,"ALMACENES GARCIA DE MÉXICO,S.A",Venustiano Carranza,91,Esq. 5 de Febrero,Centro,06060,,Cuauhtémoc,POINT (-99.13482110698483 19.430902056396732)
741,742.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Buen Tono,8,Esq. Arandas,Centro,06070,,Cuauhtémoc,POINT (-99.14336213319075 19.4288730360911)
742,743.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Manuel Tolsa,9,Esq. Tres Guerras,Centro,06040,,Cuauhtémoc,POINT (-99.15111815833986 19.427678018426775)
743,744.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,421,Esq. Aguascalientes,Hipódromo Condesa,06100,,Cuauhtémoc,POINT (-99.16864617316156 19.407700968990277)
744,745.0,CENTRO COMERCIAL,CORTINA CRISTINA AZCARRAGA,Dr. Vertiz,113L.H,Entre Dr. Río de la Loza y Tesorería,Doctores,06720,,Cuauhtémoc,POINT (-99.14683313746879 19.4255950265828)
745,746.0,TIENDAS DEPARTAMENTALES,VIANA,Eje Central Lázaro Cárdenas,10,Esq. Tizapan,Centro,06080,,Cuauhtémoc,POINT (-99.1419211208584 19.42622103792934)
746,747.0,CENTRO COMERCIAL,,Eje 1 Nte,259,,Buenavista,06350,,Cuauhtémoc,POINT (-99.15165387747156 19.449903091253695)
747,748.0,CENTRO Y PLAZA COMERCIAL,PLAZA ARMI,Manuel de la Peña y Peña,44,,Centro,06010,,Cuauhtémoc,POINT (-99.12424401691614 19.44036023908459)
748,749.0,CENTRO Y PLAZA COMERCIAL,Paladium,Lecumberri,46,,Centro,06000,,Cuauhtémoc,POINT (-99.12412846782536 19.43775935537309)
749,750.0,CENTRO Y PLAZA COMERCIAL,Plaza la Camila,Lecumberri,32,,Centro,06020,,Cuauhtémoc,POINT (-99.12494098241254 19.437856704563817)
750,751.0,CENTRO Y PLAZA COMERCIAL,Plaza Lecumberri,Lecumberri,30,,Centro,06000,,Cuauhtémoc,POINT (-99.12507171811968 19.437757855583083)
751,752.0,CENTRO Y PLAZA COMERCIAL,Plaza Mixcalco,Manuel Doblado,46,,Centro,06000,,Cuauhtémoc,POINT (-99.12592585766123 19.435248996532135)
752,753.0,CENTRO Y PLAZA COMERCIAL,Plaza Soledad,2o. Callejón de Corregidora,S/N,Circunvalación & corregidora,Centro,06060,,Cuauhtémoc,POINT (-99.12513107399668 19.43164026516171)
753,754.0,,Plaza la Fuente del Dragón,Manuel Doblado,110,,Centro,06000,,Cuauhtémoc,POINT (-99.12521009352155 19.44045943833841)
754,755.0,CENTRO Y PLAZA COMERCIAL,El 29 de Lecumberri,Lecumberri,29,,Centro,06000,,Cuauhtémoc,POINT (-99.12508623397996 19.4374463292809)
755,756.0,CENTRO Y PLAZA COMERCIAL,Plaza El Cuatro Vientos,Manuel Doblado,103,,Centro,06010,,Cuauhtémoc,POINT (-99.1252668144262 19.44003713528591)
756,757.0,,Plaza Alhambra,Manuel Doblado,73,,Centro,06000,,Cuauhtémoc,POINT (-99.12521635465467 19.438269277944887)
757,758.0,CENTRO Y PLAZA COMERCIAL,Plaza Diamante,MANUEL DOBLADO,88,,Centro,06000,,Cuauhtémoc,POINT (-99.125378337671 19.439293004582037)
758,759.0,CENTRO Y PLAZA COMERCIAL,Plaza Alegría,Manuel Doblado,67,,Centro,06000,,Cuauhtémoc,POINT (-99.1252524864678 19.438012255674945)
759,760.0,CENTRO Y PLAZA COMERCIAL,,Gónzalez Ortega,3,,Centro,06000,,Cuauhtémoc,POINT (-99.12577384807896 19.440331449052948)
760,761.0,CENTRO Y PLAZA COMERCIAL,Plaza Paris,Manuel Doblado,57,,Centro,06000,,Cuauhtémoc,POINT (-99.12542891258019 19.437260974901776)
761,762.0,CENTRO O PLAZA COMERCIAL,Plaza Banderas,Gral. Miguel Alemán,10,,Centro,06000,,Cuauhtémoc,POINT (-99.12572897779194 19.43696620483105)
762,763.0,CENTRO Y PLAZA COMERCIAL,Plaza Diana,Lecumberri,20,,Centro,06000,,Cuauhtémoc,POINT (-99.12577760880708 19.437870641391562)
763,764.0,CENTRO Y PLAZA COMERCIAL,Plaza del sol fashion center,Manuel Doblado,40,,Centro,06020,,Cuauhtémoc,POINT (-99.12584831756728 19.436398334114728)
764,765.0,CENTRO Y PLAZA COMERCIAL,Plaza 88,Manuel de la Peña y Peña,,,Centro,06000,,Cuauhtémoc,POINT (-99.12559374309389 19.440062062655592)
765,766.0,CENTRO Y PLAZA COMERCIAL,Plaza Oggi,Gral. Miguel Alemán,4,,Centro,06020,,Cuauhtémoc,POINT (-99.12715042693242 19.437620966473418)
766,767.0,CENTRO Y PLAZA COMERCIAL,Plaza Dalí,San Antonio Tomatlán,20,,Centro,06020,,Cuauhtémoc,POINT (-99.12616584391279 19.43601094389777)
767,768.0,,Video Plaza,San Antonio Tomatlán,13,,Centro,06000,,Cuauhtémoc,POINT (-99.12644944521901 19.43579262464122)
768,769.0,,Plaza Santa María Guadalupe,C. Manzanares,16Bis,,Centro,06060,,Cuauhtémoc,POINT (-99.12686674246729 19.430108801141422)
769,770.0,CENTRO Y PLAZA COMERCIAL,Centro de Importadores,Manuel de la Peña y Peña,17,,Centro,06000,,Cuauhtémoc,POINT (-99.12633362472064 19.440048674642604)
770,771.0,CENTRO Y PLAZA COMERCIAL,Peña y Peña 13,PEÑA Y PEÑA,13,,Centro,06000,,Cuauhtémoc,POINT (-99.12657606140738 19.43996582675405)
771,772.0,CENTRO Y PLAZA COMERCIAL,Plaza Loreto,San Antonio Tomatlan,9,,Centro,06020,,Cuauhtémoc,POINT (-99.1268289009139 19.43585677642571)
772,773.0,,Pasaje Comercial Florida,Manuel de la Peña y Peña,26,,Centro,06000,,Cuauhtémoc,POINT (-99.12683507698915 19.440040230207483)
773,774.0,CENTRO Y PLAZA COMERCIAL,Plaza Atarazanas,Talavera,S/N,,Centro,06020,,Cuauhtémoc,POINT (-99.1271881934911 19.429929814103872)
774,775.0,CENTRO Y PLAZA COMERCIAL,Plaza Argentina,República de Argentina,55,,Centro,06020,,Cuauhtémoc,POINT (-99.13116780830224 19.43888263090865)
775,776.0,CENTRO Y PLAZA COMERCIAL,Plaza Vanessa,C. del Carmen,81,,Centro,06020,,Cuauhtémoc,POINT (-99.12889215549527 19.43977993272463)
776,777.0,CENTRO Y PLAZA COMERCIAL,Plaza Tepito,Fray Bartolomé de Las Casas,32B,,Morelos,06200,,Cuauhtémoc,POINT (-99.12843569044992 19.44716814845207)
777,778.0,CENTRO Y PLAZA COMERCIAL,Plaza Socorro Herrera,Mesones,186,,Centro,06000,,Cuauhtémoc,POINT (-99.12828163989333 19.427865086103566)
778,779.0,CENTRO Y PLAZA COMERCIAL,Plaza Revolución,Correo Mayor,36,,Centro,06000,,Cuauhtémoc,POINT (-99.13002556017628 19.431895310506462)
779,780.0,CENTRO Y PLAZA COMERCIAL,PLAZA TLATELOLCO,AV. RICARDO FLORES MAGÓN,210,,GUERRERO,06300,,Cuauhtémoc,POINT (-99.14074838586879 19.450583396103177)
780,781.0,CENTRO Y PLAZA COMERCIAL,PLAZA ITURBIDE,DONCELES 52,,,CENTRO,06020,,Cuauhtémoc,POINT (-99.13624396154208 19.436457143547724)
781,782.0,CENTRO Y PLAZA COMERCIAL,PLAZA DIAMANTE,5 DE FEBRERO,95,,CENTRO,06080,,Cuauhtémoc,POINT (-99.13557119831394 19.425305093900178)
782,783.0,CENTRO Y PLAZA COMERCIAL,PLAZA,EJE CENTRAL LAZARO CARDENAS,,,CENTRO,06000,,Cuauhtémoc,POINT (-99.1422194644559 19.427144848212624)
783,784.0,CENTRO Y PLAZA COMERCIAL,PLAZA TERESA,EJE CENTRAL LAZARO CARDENAS,109,,CENTRO,06000,,Cuauhtémoc,POINT (-99.14203903355094 19.42828798737545)
784,785.0,CENTRO Y PLAZA COMERCIAL,CENTRAL 87,EJE CENTRAL LAZARO CARDENAS,87,,CENTRO,06000,,Cuauhtémoc,POINT (-99.14188484258823 19.429414177164716)
785,786.0,CENTRO Y PLAZA COMERCIAL,CCENTRO JOYERO MADERO,AV. FRANCISCO I MADERO,54,,CENTRO,06000,,Cuauhtémoc,POINT (-99.13583200113148 19.433592032648065)
786,787.0,CENTRO Y PLAZA COMERCIAL,PLAZA ARMI,Manuel de la Peña y Peña,44,,Centro,06010,,Cuauhtémoc,POINT (-99.12424401691614 19.44036023908459)
787,788.0,CENTRO Y PLAZA COMERCIAL,Plaza del sol fashion center,Manuel Doblado,40,,Centro,06020,,Cuauhtémoc,POINT (-99.12584831756728 19.436398334114728)
788,789.0,CENTRO Y PLAZA COMERCIAL,Plaza Tepito,Fray Bartolomé de Las Casas,32B,,Morelos,06200,,Cuauhtémoc,POINT (-99.12843569044992 19.44716814845207)
789,790.0,CENTRO Y PLAZA COMERCIAL,Plzaca Plancarte,Donceles,74,,Centro,06000,,Cuauhtémoc,POINT (-99.13476072782944 19.436026399310073)
790,791.0,CENTRO YPLAZA COMERCIAL,Plaza Peña y Peña,Manuel de la Peña y Peña,14,,Centro,06000,,Cuauhtémoc,POINT (-99.12668034998282 19.440643884577078)
791,792.0,CENTRO Y PLAZA COMERCIAL,Plaza de los Chinos,Florida,5,,Centro,,,Cuauhtémoc,POINT (-99.1274455001742 19.440762033009037)
792,793.0,CENTRO YPLAZA COMERCIAL,Plaza Mixcalco,Cjon. Mixcalco,46,,Centro,06020,,Cuauhtémoc,POINT (-99.12496105536174 19.43743076482317)
793,794.0,CENTRO Y PLAZA COMERCIAL,Plaza Lombardia,República de Brasil,24,,Centro,06000,,Cuauhtémoc,POINT (-99.1338948710671 19.436707037944455)
794,795.0,CENTRO Y PLAZA COMERCIAL,Plaza Guatemala,República de Guatemala,74,,Centro,06020,,Cuauhtémoc,POINT (-99.12943434925482 19.434721982776384)
795,796.0,CENTRO Y PLAZA COMERCIAL,El 73 de Guatemala,República de Guatemala,73,,Centro,06020,,Cuauhtémoc,POINT (-99.1294362894679 19.43437537975576)
796,797.0,CENTRO Y PLAZA COMERCIAL,Plaza Roldan,Calle de Roldan,13,,Centro,06000,,Cuauhtémoc,POINT (-99.12689225652655 19.43053300602916)
797,798.0,CENTRO Y PLAZA COMERCIAL,Plaza de el Ánel de Talavera,Talavera,13,,Centro,06000,,Cuauhtémoc,POINT (-99.12773594997294 19.42878972627156)
